room,wall,air_temp_degC,air_humidity_percent,wall_x_coord_cm,wall_y_coord_cm,wall_humidity_digits,wall_temperature_degC
Keller 1,Nordwand,19.9,69,270,100,54.0,14.9
Keller 1,Nordwand,19.9,69,270,150,44.8,15.3
Keller 1,Nordwand,19.9,69,270,200,49.6,15.3
Keller 1,Nordwand,19.9,69,270,230,54.7,15.3
Keller 1,Nordwand,19.9,69,270,245,51.6,15.0
Keller 1,Nordwand,19.9,69,300,2,81.4,11.5
Keller 1,Nordwand,19.9,69,300,20,91.6,12.2
Keller 1,Nordwand,19.9,69,300,50,59.8,13.6
Keller 1,Nordwand,19.9,69,300,100,44.1,15.0
Keller 1,Nordwand,19.9,69,300,150,50.1,15.0
Keller 1,Nordwand,19.9,69,300,200,46.6,15.0
Keller 1,Nordwand,19.9,69,300,230,55.5,14.7
Keller 1,Nordwand,19.9,69,300,245,42.7,14.5
Keller 1,Nordwand,19.9,69,320,2,77.3,11.0
Keller 1,Nordwand,19.9,69,320,20,115.0,11.7
Keller 1,Nordwand,19.9,69,320,50,98.8,12.0
Keller 1,Nordwand,19.9,69,320,100,66.9,13.8
Keller 1,Nordwand,19.9,69,320,150,65.3,14.1
Keller 1,Nordwand,19.9,69,320,200,56.9,14.1
Keller 1,Nordwand,19.9,69,320,230,67.4,13.8
Keller 1,Nordwand,19.9,69,320,245,45.0,13.5
Keller 2,Nordwand,19.7,72,0,2,93.2,12.4
Keller 2,Nordwand,19.7,72,0,20,83.6,13.4
Keller 2,Nordwand,19.7,72,0,50,77.1,13.7
Keller 2,Nordwand,19.7,72,0,100,53.8,14.0
Keller 2,Nordwand,19.7,72,0,150,59.4,14.7
Keller 2,Nordwand,19.7,72,0,200,59.7,14.4
Keller 2,Nordwand,19.7,72,0,230,65.2,14.4
Keller 2,Nordwand,19.7,72,0,250,54.3,13.7
Keller 2,Nordwand,19.7,72,20,2,96.8,13.2
Keller 2,Nordwand,19.7,72,20,20,75.7,13.0
Keller 2,Nordwand,19.7,72,20,50,57.7,14.4
Keller 2,Nordwand,19.7,72,20,100,54.0,15.1
Keller 2,Nordwand,19.7,72,20,150,43.7,15.1
Keller 2,Nordwand,19.7,72,20,200,50.6,15.1
Keller 2,Nordwand,19.7,72,20,230,54.1,14.6
Keller 2,Nordwand,19.7,72,20,250,51.7,14.4
Keller 2,Nordwand,19.7,72,50,2,78.1,13.7
Keller 2,Nordwand,19.7,72,50,20,83.6,13.9
Keller 2,Nordwand,19.7,72,50,50,63.2,14.4
Keller 2,Nordwand,19.7,72,50,100,33.6,14.7
Keller 2,Nordwand,19.7,72,50,150,46.0,15.1
Keller 2,Nordwand,19.7,72,50,200,50.2,15.1
Keller 2,Nordwand,19.7,72,50,230,57.2,14.5
Keller 2,Nordwand,19.7,72,50,250,47.2,14.0
Keller 2,Nordwand,19.7,72,100,2,92.5,13.7
Keller 2,Nordwand,19.7,72,100,20,64.8,13.7
Keller 2,Nordwand,19.7,72,100,50,50.7,15.1
Keller 2,Nordwand,19.7,72,100,100,43.8,15.1
Keller 2,Nordwand,19.7,72,100,150,41.2,15.1
Keller 2,Nordwand,19.7,72,100,200,49.6,14.8
Keller 2,Nordwand,19.7,72,100,230,50.9,14.1
Keller 2,Nordwand,19.7,72,100,250,56.0,13.8
Keller 2,Nordwand,19.7,72,200,2,75.7,13.5
Keller 2,Nordwand,19.7,72,200,20,50.3,14.1
Keller 2,Nordwand,19.7,72,200,50,42.5,14.1
Keller 2,Nordwand,19.7,72,200,100,41.5,14.2
Keller 2,Nordwand,19.7,72,200,150,39.4,14.2
Keller 2,Nordwand,19.7,72,200,200,51.0,14.3
Keller 2,Nordwand,19.7,72,200,230,50.7,14.2
Keller 2,Nordwand,19.7,72,200,250,61.1,13.9
Keller 2,Nordwand,19.7,72,285,2,86.3,13.0
Keller 2,Nordwand,19.7,72,285,20,59.1,13.2
Keller 2,Nordwand,19.7,72,285,50,46.4,14.0
Keller 2,Nordwand,19.7,72,285,100,41.7,14.0
Keller 2,Nordwand,19.7,72,285,150,39.1,14.3
Keller 2,Nordwand,19.7,72,285,200,49.7,14.4
Keller 2,Nordwand,19.7,72,285,230,55.6,14.0
Keller 2,Nordwand,19.7,72,285,250,68.1,14.0
Keller 2,Nordwand,19.7,72,335,2,66.9,12.5
Keller 2,Nordwand,19.7,72,335,20,73.3,13.7
Keller 2,Nordwand,19.7,72,335,50,56.4,13.7
Keller 2,Nordwand,19.7,72,335,100,43.8,14.0
Keller 2,Nordwand,19.7,72,335,150,49.3,14.4
Keller 2,Nordwand,19.7,72,335,200,57.6,14.5
Keller 2,Nordwand,19.7,72,335,230,54.8,14.5
Keller 2,Nordwand,19.7,72,335,250,46.4,14.1
Keller 2,Nordwand,19.7,72,365,2,61.3,11.5
Keller 2,Nordwand,19.7,72,365,20,61.7,11.8
Keller 2,Nordwand,19.7,72,365,50,55.0,14.2
Keller 2,Nordwand,19.7,72,365,100,43.8,14.2
Keller 2,Nordwand,19.7,72,365,150,43.3,14.2
Keller 2,Nordwand,19.7,72,365,200,49.2,13.8
Keller 2,Nordwand,19.7,72,365,230,52.2,13.9
Keller 2,Nordwand,19.7,72,365,250,54.1,13.9
Keller 2,Nordwand,19.7,72,385,2,95.1,12.9
Keller 2,Nordwand,19.7,72,385,20,104.0,12.7
Keller 2,Nordwand,19.7,72,385,50,79.9,12.9
Keller 2,Nordwand,19.7,72,385,100,80.4,14.3
Keller 2,Nordwand,19.7,72,385,150,74.1,13.6
Keller 2,Nordwand,19.7,72,385,200,74.8,13.6
Keller 2,Nordwand,19.7,72,385,230,72.1,13.3
Keller 2,Nordwand,19.7,72,385,250,61.3,13.3
Keller 3,Nordwand,19.4,73,0,0,102.0,11.2
Keller 3,Nordwand,19.4,73,0,20,107.0,11.8
Keller 3,Nordwand,19.4,73,0,50,115.0,11.9
Keller 3,Nordwand,19.4,73,0,100,90.1,12.4
Keller 3,Nordwand,19.4,73,0,150,82.6,13.3
Keller 3,Nordwand,19.4,73,0,200,76.6,13.3
Keller 3,Nordwand,19.4,73,0,230,87.6,13.3
Keller 3,Nordwand,19.4,73,0,250,42.3,13.5
Keller 3,Nordwand,19.4,73,20,0,84.5,12.2
Keller 3,Nordwand,19.4,73,20,20,85.5,12.7
Keller 3,Nordwand,19.4,73,20,50,82.6,13.6
Keller 3,Nordwand,19.4,73,20,100,62.6,13.4
Keller 3,Nordwand,19.4,73,20,150,59.8,13.6
Keller 3,Nordwand,19.4,73,20,200,61.5,13.8
Keller 3,Nordwand,19.4,73,20,230,68.0,13.9
Keller 3,Nordwand,19.4,73,20,250,64.9,14.2
Keller 3,Nordwand,19.4,73,50,0,107.0,12.2
Keller 3,Nordwand,19.4,73,50,20,78.5,13.0
Keller 3,Nordwand,19.4,73,50,50,70.2,12.9
Keller 3,Nordwand,19.4,73,50,100,60.6,13.2
Keller 3,Nordwand,19.4,73,50,150,59.6,14.2
Keller 3,Nordwand,19.4,73,50,200,63.2,14.2
Keller 3,Nordwand,19.4,73,50,230,64.7,14.1
Keller 3,Nordwand,19.4,73,50,250,57.6,14.1
Keller 3,Nordwand,19.4,73,100,0,83.8,13.8
Keller 3,Nordwand,19.4,73,100,20,76.2,13.5
Keller 3,Nordwand,19.4,73,100,50,63.4,13.5
Keller 3,Nordwand,19.4,73,100,100,68.5,13.8
Keller 3,Nordwand,19.4,73,100,150,59.4,14.1
Keller 3,Nordwand,19.4,73,100,200,66.0,14.1
Keller 3,Nordwand,19.4,73,100,230,61.9,14.1
Keller 3,Nordwand,19.4,73,100,250,63.0,14.1
Keller 3,Nordwand,19.4,73,200,0,78.2,13.4
Keller 3,Nordwand,19.4,73,200,20,76.0,12.9
Keller 3,Nordwand,19.4,73,200,50,58.8,12.8
Keller 3,Nordwand,19.4,73,200,100,58.0,13.3
Keller 3,Nordwand,19.4,73,200,150,61.9,13.7
Keller 3,Nordwand,19.4,73,200,200,60.4,13.7
Keller 3,Nordwand,19.4,73,200,230,59.2,13.7
Keller 3,Nordwand,19.4,73,200,250,80.1,13.7
Keller 3,Nordwand,19.4,73,315,0,70.1,12.6
Keller 3,Nordwand,19.4,73,315,20,77.7,12.9
Keller 3,Nordwand,19.4,73,315,50,62.3,13.0
Keller 3,Nordwand,19.4,73,315,100,55.4,13.2
Keller 3,Nordwand,19.4,73,315,150,56.0,13.9
Keller 3,Nordwand,19.4,73,315,200,59.1,14.2
Keller 3,Nordwand,19.4,73,315,230,62.1,14.0
Keller 3,Nordwand,19.4,73,315,250,58.2,13.9
Keller 3,Nordwand,19.4,73,365,0,74.8,13.4
Keller 3,Nordwand,19.4,73,365,20,71.6,12.6
Keller 3,Nordwand,19.4,73,365,50,55.8,12.8
Keller 3,Nordwand,19.4,73,365,100,52.2,13.7
Keller 3,Nordwand,19.4,73,365,150,56.2,14.2
Keller 3,Nordwand,19.4,73,365,200,57.7,14.2
Keller 3,Nordwand,19.4,73,365,230,61.0,14.2
Keller 3,Nordwand,19.4,73,365,250,63.1,13.6
Keller 3,Nordwand,19.4,73,395,0,76.1,12.2
Keller 3,Nordwand,19.4,73,395,20,60.1,13.2
Keller 3,Nordwand,19.4,73,395,50,54.7,13.8
Keller 3,Nordwand,19.4,73,395,100,51.2,13.8
Keller 3,Nordwand,19.4,73,395,150,57.1,14.1
Keller 3,Nordwand,19.4,73,395,200,56.3,14.1
Keller 3,Nordwand,19.4,73,395,230,71.0,13.4
Keller 3,Nordwand,19.4,73,395,250,69.2,13.4
Keller 3,Nordwand,19.4,73,415,0,74.8,11.7
Keller 3,Nordwand,19.4,73,415,20,73.2,12.4
Keller 3,Nordwand,19.4,73,415,50,77.3,12.9
Keller 3,Nordwand,19.4,73,415,100,74.2,14.0
Keller 3,Nordwand,19.4,73,415,150,71.5,14.0
Keller 3,Nordwand,19.4,73,415,200,80.7,14.0
Keller 3,Nordwand,19.4,73,415,230,83.6,14.2
Keller 3,Nordwand,19.4,73,415,250,74.5,13.6
Keller 4,Nordwand,20.2,55,0,0,85.7,13.5
Keller 4,Nordwand,20.2,55,0,20,77.9,14.5
Keller 4,Nordwand,20.2,55,0,50,52.8,16.1
Keller 4,Nordwand,20.2,55,0,100,48.5,15.8
Keller 4,Nordwand,20.2,55,0,150,51.3,15.4
Keller 4,Nordwand,20.2,55,0,200,53.3,15.4
Keller 4,Nordwand,20.2,55,0,230,55.7,15.4
Keller 4,Nordwand,20.2,55,0,250,52.5,15.1
Keller 4,Nordwand,20.2,55,50,0,64.5,15.0
Keller 4,Nordwand,20.2,55,50,20,36.5,16.0
Keller 4,Nordwand,20.2,55,50,50,31.4,16.0
Keller 4,Nordwand,20.2,55,50,100,32.8,16.3
Keller 4,Nordwand,20.2,55,50,150,34.4,16.6
Keller 4,Nordwand,20.2,55,50,200,36.2,16.7
Keller 4,Nordwand,20.2,55,50,230,34.4,16.4
Keller 4,Nordwand,20.2,55,50,250,39.7,16.1
Keller 4,Nordwand,20.2,55,200,0,69.6,14.6
Keller 4,Nordwand,20.2,55,200,20,45.0,15.2
Keller 4,Nordwand,20.2,55,200,50,38.7,15.4
Keller 4,Nordwand,20.2,55,200,100,36.2,16.3
Keller 4,Nordwand,20.2,55,200,150,31.7,16.7
Keller 4,Nordwand,20.2,55,200,200,40.5,16.7
Keller 4,Nordwand,20.2,55,200,230,36.1,16.7
Keller 4,Nordwand,20.2,55,200,250,43.6,16.3
Keller 4,Ostwand,20.2,55,90,0,80.9,17.6
Keller 4,Ostwand,20.2,55,90,20,55.5,16.6
Keller 4,Ostwand,20.2,55,90,50,37.5,17.2
Keller 4,Ostwand,20.2,55,90,100,48.2,17.5
Keller 4,Ostwand,20.2,55,90,150,46.3,17.5
Keller 4,Ostwand,20.2,55,90,200,55.4,17.7
Keller 4,Ostwand,20.2,55,90,230,79.1,17.5
Keller 4,Ostwand,20.2,55,90,250,60.8,17.6
Keller 5,Westwand,21.2,65,0,0,83.4,18.0
Keller 5,Westwand,21.2,65,0,20,86.0,18.6
Keller 5,Westwand,21.2,65,0,50,63.6,19.9
Keller 5,Westwand,21.2,65,0,100,77.9,19.9
Keller 5,Westwand,21.2,65,0,150,73.3,19.9
Keller 5,Westwand,21.2,65,0,200,66.1,19.4
Keller 5,Westwand,21.2,65,0,230,51.7,19.4
Keller 5,Westwand,21.2,65,0,250,45.1,20.4
Keller 5,Westwand,21.2,65,20,0,74.8,17.1
Keller 5,Westwand,21.2,65,20,20,66.0,17.1
Keller 5,Westwand,21.2,65,20,50,41.0,17.7
Keller 5,Westwand,21.2,65,20,100,43.1,18.7
Keller 5,Westwand,21.2,65,20,150,41.7,18.7
Keller 5,Westwand,21.2,65,20,200,40.4,18.0
Keller 5,Westwand,21.2,65,20,230,51.2,18.4
Keller 5,Westwand,21.2,65,20,250,46.8,18.5
Keller 5,Westwand,21.2,65,50,0,57.2,16.0
Keller 5,Westwand,21.2,65,50,20,63.0,16.5
Keller 5,Westwand,21.2,65,50,50,45.6,17.1
Keller 5,Westwand,21.2,65,50,100,48.7,17.5
Keller 5,Westwand,21.2,65,50,150,40.6,17.5
Keller 5,Westwand,21.2,65,50,200,46.6,17.5
Keller 5,Westwand,21.2,65,50,230,46.6,17.2
Keller 5,Westwand,21.2,65,50,245,47.8,17.2
Keller 5,Westwand,21.2,65,100,0,80.6,15.9
Keller 5,Westwand,21.2,65,100,20,58.8,15.6
Keller 5,Westwand,21.2,65,100,50,52.1,15.9
Keller 5,Westwand,21.2,65,100,100,50.7,16.7
Keller 5,Westwand,21.2,65,100,150,41.0,16.7
Keller 5,Westwand,21.2,65,100,200,46.0,17.4
Keller 5,Westwand,21.2,65,100,230,47.7,16.4
Keller 5,Westwand,21.2,65,100,245,57.7,16.5
Keller 5,Westwand,21.2,65,165,2,82.7,15.2
Keller 5,Westwand,21.2,65,165,20,68.5,15.2
Keller 5,Westwand,21.2,65,165,50,55.7,15.5
Keller 5,Westwand,21.2,65,165,100,50.1,16.5
Keller 5,Westwand,21.2,65,165,150,42.9,16.6
Keller 5,Westwand,21.2,65,165,200,48.0,16.6
Keller 5,Westwand,21.2,65,165,230,50.0,16.3
Keller 5,Westwand,21.2,65,165,245,60.4,16.3
Keller 5,Westwand,21.2,65,215,2,74.1,13.8
Keller 5,Westwand,21.2,65,215,20,79.3,14.9
Keller 5,Westwand,21.2,65,215,50,58.5,15.6
Keller 5,Westwand,21.2,65,215,100,47.5,16.4
Keller 5,Westwand,21.2,65,215,150,36.6,16.4
Keller 5,Westwand,21.2,65,215,200,48.1,15.9
Keller 5,Westwand,21.2,65,215,230,47.8,15.7
Keller 5,Westwand,21.2,65,215,245,54.7,15.6
Keller 5,Westwand,21.2,65,245,2,64.0,13.3
Keller 5,Westwand,21.2,65,245,20,76.2,13.7
Keller 5,Westwand,21.2,65,245,50,55.4,15.4
Keller 5,Westwand,21.2,65,245,100,46.8,15.1
Keller 5,Westwand,21.2,65,245,150,50.6,15.4
Keller 5,Westwand,21.2,65,245,200,41.6,15.4
Keller 5,Westwand,21.2,65,245,230,52.7,15.4
Keller 5,Westwand,21.2,65,245,245,52.1,15.4
Keller 5,Westwand,21.2,65,265,2,85.0,12.3
Keller 5,Westwand,21.2,65,265,20,113.0,13.7
Keller 5,Westwand,21.2,65,265,50,79.1,14.7
Keller 5,Westwand,21.2,65,265,100,61.0,14.7
Keller 5,Westwand,21.2,65,265,150,55.8,15.1
Keller 5,Westwand,21.2,65,265,200,59.1,15.1
Keller 5,Westwand,21.2,65,265,230,72.2,14.8
Keller 5,Westwand,21.2,65,265,245,51.6,14.8
Keller 8,Ostwand,20.1,70,0,0,45.0,16.0
Keller 8,Ostwand,20.1,70,0,20,103.0,15.9
Keller 8,Ostwand,20.1,70,0,50,98.4,16.7
Keller 8,Ostwand,20.1,70,0,100,98.4,17.3
Keller 8,Ostwand,20.1,70,0,150,83.6,17.3
Keller 8,Ostwand,20.1,70,0,200,97.5,17.3
Keller 8,Ostwand,20.1,70,0,230,100.0,17.6
Keller 8,Ostwand,20.1,70,0,250,79.5,17.7
Keller 8,Ostwand,20.1,70,20,0,89.3,15.8
Keller 8,Ostwand,20.1,70,20,20,91.8,15.6
Keller 8,Ostwand,20.1,70,20,50,61.4,16.7
Keller 8,Ostwand,20.1,70,20,100,67.0,17.1
Keller 8,Ostwand,20.1,70,20,150,68.8,17.1
Keller 8,Ostwand,20.1,70,20,200,67.6,17.1
Keller 8,Ostwand,20.1,70,20,230,86.7,17.1
Keller 8,Ostwand,20.1,70,20,250,81.8,17.1
Keller 8,Ostwand,20.1,70,50,0,78.8,15.0
Keller 8,Ostwand,20.1,70,50,20,77.6,15.4
Keller 8,Ostwand,20.1,70,50,50,67.2,15.7
Keller 8,Ostwand,20.1,70,50,100,61.6,16.2
Keller 8,Ostwand,20.1,70,50,150,65.8,16.5
Keller 8,Ostwand,20.1,70,50,200,66.7,16.9
Keller 8,Ostwand,20.1,70,50,230,75.8,17.2
Keller 8,Ostwand,20.1,70,50,250,81.6,17.2
Keller 8,Ostwand,20.1,70,115,0,88.3,16.3
Keller 8,Ostwand,20.1,70,115,20,87.0,15.4
Keller 8,Ostwand,20.1,70,115,50,87.9,16.3
Keller 8,Ostwand,20.1,70,115,100,75.0,16.3
Keller 8,Ostwand,20.1,70,115,150,60.1,16.3
Keller 8,Ostwand,20.1,70,115,200,77.5,16.7
Keller 8,Ostwand,20.1,70,115,230,89.8,16.7
Keller 8,Ostwand,20.1,70,115,250,92.2,17.0
Keller 8,Ostwand,20.1,70,120,150,90.0,16.5
Keller 8,Ostwand,20.1,70,120,195,105.0,16.5
Keller 8,Ostwand,20.1,70,125,150,95.4,16.5
Keller 8,Ostwand,20.1,70,175,0,162.0,14.1
Keller 8,Ostwand,20.1,70,175,20,84.8,14.9
Keller 8,Ostwand,20.1,70,175,50,72.1,14.9
Keller 8,Ostwand,20.1,70,175,100,82.0,15.5
Keller 8,Ostwand,20.1,70,175,150,68.5,15.9
Keller 8,Ostwand,20.1,70,175,200,78.5,15.9
Keller 8,Ostwand,20.1,70,175,230,65.4,15.9
Keller 8,Ostwand,20.1,70,175,250,50.3,15.9
Keller 8,Ostwand,20.1,70,205,0,98.1,13.3
Keller 8,Ostwand,20.1,70,205,20,95.2,14.4
Keller 8,Ostwand,20.1,70,205,50,82.0,14.4
Keller 8,Ostwand,20.1,70,205,100,66.0,15.4
Keller 8,Ostwand,20.1,70,205,150,63.2,15.4
Keller 8,Ostwand,20.1,70,205,200,74.0,15.7
Keller 8,Ostwand,20.1,70,205,230,82.6,15.8
Keller 8,Ostwand,20.1,70,205,250,90.7,16.3
Keller 8,Ostwand,20.1,70,225,0,102.0,13.5
Keller 8,Ostwand,20.1,70,225,20,77.3,13.8
Keller 8,Ostwand,20.1,70,225,50,93.8,14.6
Keller 8,Ostwand,20.1,70,225,100,83.0,14.6
Keller 8,Ostwand,20.1,70,225,150,83.2,15.3
Keller 8,Ostwand,20.1,70,225,200,94.8,15.7
Keller 8,Ostwand,20.1,70,225,230,100.0,16.1
Keller 8,Ostwand,20.1,70,225,250,68.2,16.1
Keller 9,Ostwand,21.8,68,0,0,97.0,14.4
Keller 9,Ostwand,21.8,68,0,20,116.0,16.0
Keller 9,Ostwand,21.8,68,0,50,91.2,17.1
Keller 9,Ostwand,21.8,68,0,100,82.3,17.6
Keller 9,Ostwand,21.8,68,0,150,79.5,18.0
Keller 9,Ostwand,21.8,68,0,200,77.6,18.5
Keller 9,Ostwand,21.8,68,0,230,77.1,19.5
Keller 9,Ostwand,21.8,68,0,250,59.2,19.0
Keller 9,Ostwand,21.8,68,20,0,80.0,15.2
Keller 9,Ostwand,21.8,68,20,20,77.6,16.6
Keller 9,Ostwand,21.8,68,20,50,79.5,17.3
Keller 9,Ostwand,21.8,68,20,100,69.7,18.4
Keller 9,Ostwand,21.8,68,20,150,47.4,18.4
Keller 9,Ostwand,21.8,68,20,200,62.4,18.7
Keller 9,Ostwand,21.8,68,20,230,77.4,19.7
Keller 9,Ostwand,21.8,68,20,250,72.5,19.7
Keller 9,Ostwand,21.8,68,50,0,67.0,15.7
Keller 9,Ostwand,21.8,68,50,20,78.9,16.5
Keller 9,Ostwand,21.8,68,50,50,63.6,17.5
Keller 9,Ostwand,21.8,68,50,100,55.0,18.1
Keller 9,Ostwand,21.8,68,50,150,43.9,18.9
Keller 9,Ostwand,21.8,68,50,200,51.0,18.9
Keller 9,Ostwand,21.8,68,50,230,76.3,19.6
Keller 9,Ostwand,21.8,68,50,250,61.5,19.6
Keller 9,Ostwand,21.8,68,100,0,71.1,15.0
Keller 9,Ostwand,21.8,68,100,20,87.4,16.0
Keller 9,Ostwand,21.8,68,100,50,66.3,16.8
Keller 9,Ostwand,21.8,68,100,100,51.3,18.1
Keller 9,Ostwand,21.8,68,100,150,54.1,18.5
Keller 9,Ostwand,21.8,68,100,200,71.3,19.4
Keller 9,Ostwand,21.8,68,100,230,78.0,19.5
Keller 9,Ostwand,21.8,68,100,250,70.9,20.2
Keller 9,Ostwand,21.8,68,175,0,90.5,15.6
Keller 9,Ostwand,21.8,68,175,20,94.1,15.7
Keller 9,Ostwand,21.8,68,175,50,65.6,16.0
Keller 9,Ostwand,21.8,68,175,100,57.5,17.3
Keller 9,Ostwand,21.8,68,175,150,51.8,17.8
Keller 9,Ostwand,21.8,68,175,200,62.8,19.9
Keller 9,Ostwand,21.8,68,175,230,47.5,22.7
Keller 9,Ostwand,21.8,68,175,250,46.2,22.5
Keller 9,Ostwand,21.8,68,220,15,79.3,14.0
Keller 9,Ostwand,21.8,68,220,62,67.3,15.6
Keller 9,Ostwand,21.8,68,220,100,70.7,15.7
Keller 9,Ostwand,21.8,68,220,133,83.2,16.0
Keller 9,Ostwand,21.8,68,220,187,57.8,17.8
